a_max_b_random_00 len1=500000 len2=60309 qn=439691 in=54962 nblk=8 Fi=131072 Fl=131072 Fc=65536 cyc=1 blkW=5.243e+07
burnikel_ziegler_bound_00 len1=811 len2=405 qn=406 in=203 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=812 len2=406 qn=406 in=102 nblk=4 Fi=256 Fl=512 Fc=512 cyc=0 blkW=7.373e+04
burnikel_ziegler_bound_00 len1=813 len2=406 qn=407 in=204 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=814 len2=407 qn=407 in=102 nblk=4 Fi=256 Fl=512 Fc=512 cyc=0 blkW=7.373e+04
burnikel_ziegler_bound_00 len1=815 len2=407 qn=408 in=204 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=816 len2=408 qn=408 in=102 nblk=4 Fi=256 Fl=512 Fc=512 cyc=0 blkW=7.373e+04
burnikel_ziegler_bound_00 len1=817 len2=408 qn=409 in=205 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=818 len2=409 qn=409 in=103 nblk=4 Fi=256 Fl=512 Fc=512 cyc=0 blkW=7.373e+04
burnikel_ziegler_bound_00 len1=819 len2=409 qn=410 in=205 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=820 len2=410 qn=410 in=205 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=821 len2=410 qn=411 in=206 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=822 len2=411 qn=411 in=206 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=823 len2=411 qn=412 in=206 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=824 len2=412 qn=412 in=206 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=825 len2=412 qn=413 in=207 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=826 len2=413 qn=413 in=207 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=827 len2=413 qn=414 in=207 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=828 len2=414 qn=414 in=207 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=829 len2=414 qn=415 in=208 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=830 len2=415 qn=415 in=208 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=831 len2=415 qn=416 in=208 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=832 len2=416 qn=416 in=208 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=833 len2=416 qn=417 in=209 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=834 len2=417 qn=417 in=209 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=835 len2=417 qn=418 in=209 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=836 len2=418 qn=418 in=209 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=837 len2=418 qn=419 in=210 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=838 len2=419 qn=419 in=210 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=839 len2=419 qn=420 in=210 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=840 len2=420 qn=420 in=210 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=841 len2=420 qn=421 in=211 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=842 len2=421 qn=421 in=211 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=843 len2=421 qn=422 in=211 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=844 len2=422 qn=422 in=211 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=845 len2=422 qn=423 in=212 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=846 len2=423 qn=423 in=212 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=847 len2=423 qn=424 in=212 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=848 len2=424 qn=424 in=212 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=849 len2=424 qn=425 in=213 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=850 len2=425 qn=425 in=213 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=851 len2=425 qn=426 in=213 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=852 len2=426 qn=426 in=213 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=853 len2=426 qn=427 in=214 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=854 len2=427 qn=427 in=214 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=855 len2=427 qn=428 in=214 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=856 len2=428 qn=428 in=214 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=857 len2=428 qn=429 in=215 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=858 len2=429 qn=429 in=215 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=859 len2=429 qn=430 in=215 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=860 len2=430 qn=430 in=215 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=861 len2=430 qn=431 in=216 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=862 len2=431 qn=431 in=216 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=863 len2=431 qn=432 in=216 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=864 len2=432 qn=432 in=216 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=865 len2=432 qn=433 in=217 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=866 len2=433 qn=433 in=217 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=867 len2=433 qn=434 in=217 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=868 len2=434 qn=434 in=217 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=869 len2=434 qn=435 in=218 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=870 len2=435 qn=435 in=218 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=871 len2=435 qn=436 in=218 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=872 len2=436 qn=436 in=218 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=873 len2=436 qn=437 in=219 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=874 len2=437 qn=437 in=219 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=875 len2=437 qn=438 in=219 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=876 len2=438 qn=438 in=219 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=877 len2=438 qn=439 in=220 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=878 len2=439 qn=439 in=220 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=879 len2=439 qn=440 in=220 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=880 len2=440 qn=440 in=220 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=881 len2=440 qn=441 in=221 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=882 len2=441 qn=441 in=221 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=883 len2=441 qn=442 in=221 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=884 len2=442 qn=442 in=221 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=885 len2=442 qn=443 in=222 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=886 len2=443 qn=443 in=222 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=887 len2=443 qn=444 in=222 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=888 len2=444 qn=444 in=222 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=889 len2=444 qn=445 in=223 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=890 len2=445 qn=445 in=223 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=891 len2=445 qn=446 in=223 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=892 len2=446 qn=446 in=223 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=893 len2=446 qn=447 in=224 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=894 len2=447 qn=447 in=224 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=895 len2=447 qn=448 in=224 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=896 len2=448 qn=448 in=224 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=897 len2=448 qn=449 in=225 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=898 len2=449 qn=449 in=225 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=899 len2=449 qn=450 in=225 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=900 len2=450 qn=450 in=225 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=901 len2=450 qn=451 in=226 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=902 len2=451 qn=451 in=226 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=903 len2=451 qn=452 in=226 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=904 len2=452 qn=452 in=226 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=905 len2=452 qn=453 in=227 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=906 len2=453 qn=453 in=227 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=907 len2=453 qn=454 in=227 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=908 len2=454 qn=454 in=227 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=909 len2=454 qn=455 in=228 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=910 len2=455 qn=455 in=228 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=911 len2=455 qn=456 in=228 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=912 len2=456 qn=456 in=228 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=913 len2=456 qn=457 in=229 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=914 len2=457 qn=457 in=229 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=915 len2=457 qn=458 in=229 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=916 len2=458 qn=458 in=229 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=917 len2=458 qn=459 in=230 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=918 len2=459 qn=459 in=230 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=919 len2=459 qn=460 in=230 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=920 len2=460 qn=460 in=230 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=921 len2=460 qn=461 in=231 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=922 len2=461 qn=461 in=231 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=923 len2=461 qn=462 in=231 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=924 len2=462 qn=462 in=231 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=925 len2=462 qn=463 in=232 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=926 len2=463 qn=463 in=232 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=927 len2=463 qn=464 in=232 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=928 len2=464 qn=464 in=232 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=929 len2=464 qn=465 in=233 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=930 len2=465 qn=465 in=233 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=931 len2=465 qn=466 in=233 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=932 len2=466 qn=466 in=233 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=933 len2=466 qn=467 in=234 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=934 len2=467 qn=467 in=234 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=935 len2=467 qn=468 in=234 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=936 len2=468 qn=468 in=234 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=937 len2=468 qn=469 in=235 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=938 len2=469 qn=469 in=235 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=939 len2=469 qn=470 in=235 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=940 len2=470 qn=470 in=235 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=941 len2=470 qn=471 in=236 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=942 len2=471 qn=471 in=236 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=943 len2=471 qn=472 in=236 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=944 len2=472 qn=472 in=236 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=945 len2=472 qn=473 in=237 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=946 len2=473 qn=473 in=237 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=947 len2=473 qn=474 in=237 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=948 len2=474 qn=474 in=237 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=949 len2=474 qn=475 in=238 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=950 len2=475 qn=475 in=238 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=951 len2=475 qn=476 in=238 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=952 len2=476 qn=476 in=238 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=953 len2=476 qn=477 in=239 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=954 len2=477 qn=477 in=239 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=955 len2=477 qn=478 in=239 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=956 len2=478 qn=478 in=239 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=957 len2=478 qn=479 in=240 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=958 len2=479 qn=479 in=240 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=959 len2=479 qn=480 in=240 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=960 len2=480 qn=480 in=240 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=961 len2=480 qn=481 in=241 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=962 len2=481 qn=481 in=241 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=963 len2=481 qn=482 in=241 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=964 len2=482 qn=482 in=241 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=965 len2=482 qn=483 in=242 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=966 len2=483 qn=483 in=242 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=967 len2=483 qn=484 in=242 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=968 len2=484 qn=484 in=242 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=969 len2=484 qn=485 in=243 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=970 len2=485 qn=485 in=243 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=971 len2=485 qn=486 in=243 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=972 len2=486 qn=486 in=243 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=973 len2=486 qn=487 in=244 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=974 len2=487 qn=487 in=244 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=975 len2=487 qn=488 in=244 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=976 len2=488 qn=488 in=244 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=977 len2=488 qn=489 in=245 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=978 len2=489 qn=489 in=245 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=979 len2=489 qn=490 in=245 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=980 len2=490 qn=490 in=245 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=981 len2=490 qn=491 in=246 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=982 len2=491 qn=491 in=246 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=983 len2=491 qn=492 in=246 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=984 len2=492 qn=492 in=246 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=985 len2=492 qn=493 in=247 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=986 len2=493 qn=493 in=247 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=987 len2=493 qn=494 in=247 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=988 len2=494 qn=494 in=247 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=989 len2=494 qn=495 in=248 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=990 len2=495 qn=495 in=248 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=991 len2=495 qn=496 in=248 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=992 len2=496 qn=496 in=248 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=993 len2=496 qn=497 in=249 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=994 len2=497 qn=497 in=249 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
burnikel_ziegler_bound_00 len1=995 len2=497 qn=498 in=249 nblk=2 Fi=512 Fl=768 Fc=512 cyc=1 blkW=4.788e+04
